index,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
422,-17,-27,-10,22,-3,-18,-6,-25,-52,-67,-19,-21
423,-18,-27,-9,22,-4,-18,-7,-25,-51,-67,-19,-20
424,-17,-27,-10,22,-3,-18,-7,-26,-52,-66,-20,-21
425,-17,-27,-10,22,-3,-18,-8,-26,-52,-67,-20,-21
426,-17,-26,-9,21,-4,-17,-8,-27,-53,-67,-21,-20
427,-17,-25,-8,21,-4,-16,-8,-27,-52,-67,-21,-20
428,-17,-26,-9,21,-4,-17,-9,-26,-52,-67,-22,-21
429,-17,-25,-8,21,-4,-16,-9,-27,-53,-66,-22,-20
430,-17,-24,-7,20,-5,-15,-8,-27,-52,-66,-22,-20
431,-17,-24,-7,20,-5,-15,-9,-26,-52,-66,-23,-21
432,-17,-23,-6,20,-5,-14,-9,-26,-51,-65,-24,-21
433,-18,-24,-6,21,-6,-15,-8,-27,-51,-65,-24,-21
434,-18,-23,-5,20,-6,-14,-9,-26,-52,-66,-25,-21
435,-18,-23,-5,20,-6,-14,-9,-26,-52,-65,-26,-21
436,-18,-22,-4,20,-7,-13,-8,-27,-51,-65,-26,-21
437,-18,-22,-4,20,-7,-13,-9,-27,-51,-66,-27,-21
438,-17,-21,-4,19,-6,-12,-8,-26,-52,-65,-27,-20
439,-16,-21,-5,18,-5,-13,-8,-26,-52,-65,-28,-20
440,-16,-20,-4,18,-6,-12,-9,-25,-51,-66,-27,-20
441,-15,-21,-6,18,-4,-13,-9,-25,-51,-65,-27,-19
442,-16,-20,-4,18,-6,-12,-8,-24,-50,-65,-27,-19
443,-15,-20,-5,17,-5,-12,-8,-24,-49,-64,-26,-18
444,-15,-19,-4,17,-5,-11,-7,-24,-49,-64,-26,-18
445,-14,-20,-6,17,-4,-13,-6,-23,-48,-63,-25,-17
446,-15,-20,-5,17,-5,-12,-6,-23,-48,-63,-26,-18
447,-16,-20,-4,18,-6,-12,-5,-23,-48,-63,-25,-18
448,-15,-20,-5,17,-5,-12,-5,-22,-48,-62,-25,-19
449,-14,-19,-5,16,-4,-12,-5,-22,-47,-62,-24,-19
450,-14,-19,-5,16,-4,-12,-5,-21,-47,-61,-24,-18
451,-13,-20,-7,16,-3,-13,-5,-21,-46,-62,-24,-18
452,-13,-19,-6,16,-3,-12,-6,-20,-46,-61,-23,-19
453,-13,-18,-5,15,-4,-11,-6,-20,-46,-61,-22,-18
454,-12,-16,-4,14,-4,-10,-7,-21,-45,-59,-21,-17
455,-11,-13,-2,12,-4,-7,-7,-20,-44,-59,-19,-15
456,-10,-11,-1,10,-4,-6,-8,-20,-42,-57,-18,-15
457,-10,-8,2,9,-6,-3,-8,-21,-41,-57,-17,-14
458,-10,-5,5,7,-7,0,-9,-20,-40,-56,-15,-14
459,-10,-2,8,6,-9,3,-9,-20,-40,-54,-14,-13
460,-9,2,11,3,-10,6,-10,-21,-39,-53,-13,-12
461,-9,3,12,3,-10,7,-9,-20,-37,-51,-11,-10
462,-10,4,14,3,-12,9,-9,-20,-36,-50,-10,-10
463,-9,5,14,2,-11,9,-10,-19,-36,-50,-9,-9
464,-9,6,15,1,-12,10,-10,-20,-35,-49,-9,-9
465,-7,8,15,0,-11,11,-11,-20,-35,-49,-8,-9
466,-7,8,15,0,-11,11,-12,-19,-35,-49,-7,-8
467,-6,6,12,0,-9,9,-13,-20,-35,-48,-7,-8
468,-6,6,12,0,-9,9,-15,-20,-36,-48,-6,-7
469,-4,5,9,0,-6,7,-16,-22,-36,-49,-6,-7
470,-4,6,10,-1,-7,8,-17,-22,-38,-49,-5,-7
471,-3,5,8,-1,-5,6,-19,-23,-38,-50,-6,-7
472,-3,4,7,0,-5,5,-19,-25,-39,-49,-6,-6
473,-2,3,5,0,-3,4,-20,-25,-38,-49,-5,-6
474,-2,3,5,0,-3,4,-20,-26,-39,-48,-5,-6
475,-2,3,5,0,-3,4,-20,-26,-38,-48,-4,-5
476,-1,3,4,-1,-2,3,-19,-25,-38,-48,-4,-5
477,-1,2,3,0,-2,2,-19,-25,-37,-47,-4,-5
478,-1,2,3,0,-2,2,-18,-24,-37,-47,-3,-4
479,-1,2,3,0,-2,2,-18,-24,-36,-46,-3,-4
480,-1,1,2,0,-1,1,-17,-23,-35,-46,-2,-3
481,0,0,0,0,0,0,-17,-23,-36,-46,-2,-3
482,1,-1,-2,0,1,-1,-16,-22,-35,-46,-3,-4
483,0,-3,-3,1,1,-3,-17,-21,-36,-47,-3,-4
484,0,-4,-4,2,2,-4,-16,-21,-36,-47,-4,-5
485,0,-5,-5,2,2,-5,-16,-20,-37,-48,-3,-4
486,0,-6,-6,3,3,-6,-15,-20,-36,-48,-4,-5
487,0,-6,-6,3,3,-6,-15,-20,-37,-49,-4,-5
488,-1,-7,-6,4,2,-6,-14,-19,-37,-49,-5,-6
489,-1,-8,-7,4,3,-7,-13,-19,-38,-48,-4,-5
490,-1,-7,-6,4,2,-6,-13,-19,-37,-48,-5,-5
491,-2,-7,-5,4,1,-6,-12,-18,-37,-49,-5,-6
492,-3,-7,-4,5,0,-5,-11,-18,-36,-48,-6,-5
493,-3,-7,-4,5,0,-5,-9,-17,-36,-48,-6,-6
494,-4,-7,-3,5,0,-5,-8,-16,-35,-49,-6,-6
495,-6,-8,-2,7,-2,-5,-8,-16,-35,-49,-8,-7
496,-7,-8,-1,7,-3,-4,-7,-16,-35,-50,-8,-7
497,-9,-9,0,9,-4,-4,-6,-16,-36,-50,-10,-9
498,-11,-10,1,10,-6,-4,-6,-17,-36,-52,-11,-10
499,-12,-11,1,11,-6,-5,-5,-17,-38,-53,-14,-12
500,-13,-12,1,12,-7,-5,-5,-17,-39,-55,-16,-13
501,-13,-14,-1,13,-6,-7,-6,-18,-41,-56,-17,-15
502,-15,-15,0,15,-7,-7,-6,-20,-42,-58,-19,-17
503,-16,-17,-1,16,-7,-9,-7,-21,-44,-59,-22,-18
504,-17,-19,-2,18,-7,-10,-7,-22,-46,-61,-23,-20
505,-16,-20,-4,18,-6,-12,-6,-23,-47,-62,-25,-20
506,-17,-23,-6,20,-5,-14,-6,-22,-48,-62,-25,-21
507,-17,-24,-7,20,-5,-15,-7,-22,-48,-63,-27,-21
508,-18,-26,-8,22,-5,-17,-7,-23,-49,-62,-27,-20
509,-18,-27,-9,22,-4,-18,-6,-23,-49,-63,-28,-21
510,-18,-27,-9,22,-4,-18,-6,-22,-48,-62,-27,-21
511,-18,-27,-9,22,-4,-18,-5,-22,-48,-62,-28,-20
512,-17,-26,-9,21,-4,-17,-5,-21,-46,-61,-27,-20
513,-17,-26,-9,21,-4,-17,-5,-20,-46,-60,-27,-19
514,-18,-24,-6,21,-6,-15,-4,-21,-45,-61,-28,-19
515,-18,-23,-5,20,-6,-14,-4,-21,-45,-61,-28,-20
516,-18,-21,-3,19,-7,-12,-5,-20,-45,-61,-29,-20
517,-17,-20,-3,18,-7,-11,-5,-21,-44,-61,-29,-21
518,-16,-19,-3,17,-6,-11,-6,-21,-44,-60,-29,-20
519,-17,-19,-2,18,-7,-10,-6,-21,-44,-61,-30,-21
520,-18,-19,-1,18,-8,-10,-6,-21,-44,-61,-30,-21
521,-17,-18,-1,17,-8,-9,-7,-21,-44,-62,-32,-22
522,-17,-17,0,17,-8,-8,-6,-21,-44,-62,-32,-21
523,-17,-18,-1,17,-8,-9,-7,-21,-44,-62,-33,-21
524,-17,-18,-1,17,-8,-9,-7,-21,-44,-62,-33,-20
525,-17,-18,-1,17,-8,-9,-8,-23,-45,-62,-34,-20
526,-16,-18,-2,17,-7,-10,-10,-24,-47,-62,-34,-19
527,-16,-18,-2,17,-7,-10,-11,-25,-48,-62,-34,-18
528,-17,-18,-1,17,-8,-9,-12,-27,-50,-63,-34,-17
529,-17,-19,-2,18,-7,-10,-13,-28,-50,-63,-34,-16
530,-18,-20,-2,19,-8,-11,-12,-28,-51,-63,-35,-17
531,-19,-22,-3,20,-8,-12,-11,-27,-49,-63,-37,-18
532,-20,-25,-5,22,-7,-15,-6,-22,-46,-62,-40,-21
533,-23,-28,-5,25,-9,-16,1,-13,-38,-61,-44,-26
534,-26,-31,-5,28,-10,-18,11,0,-26,-59,-49,-33
535,-29,-34,-5,31,-12,-19,25,16,-10,-55,-54,-40
536,-33,-36,-3,34,-15,-19,40,36,12,-47,-58,-46
537,-34,-37,-3,35,-15,-20,56,60,38,-37,-59,-51
538,-33,-35,-2,34,-15,-18,73,87,68,-21,-55,-53
539,-30,-31,-1,30,-14,-16,89,117,104,0,-47,-50
540,-22,-20,2,21,-12,-9,103,147,145,29,-29,-39
541,-10,1,11,4,-10,6,109,172,186,66,0,-18
542,7,32,25,-19,-9,28,104,187,221,109,41,16
543,30,73,43,-51,-6,58,90,192,249,156,92,59
544,56,121,65,-88,-4,93,69,186,267,205,151,111
545,83,179,96,-131,-6,137,37,167,275,255,216,170
546,112,247,135,-179,-11,191,-6,130,267,302,284,236
547,138,319,181,-228,-21,250,-58,76,239,341,351,303
548,161,386,225,-273,-32,305,-116,6,191,367,407,363
549,176,439,263,-307,-43,351,-174,-72,128,379,447,410
550,183,475,292,-329,-54,383,-225,-148,59,376,467,439
551,184,492,308,-338,-62,400,-270,-220,-12,358,467,450
552,178,492,314,-335,-68,403,-309,-288,-86,323,446,443
553,165,471,306,-318,-70,388,-339,-348,-161,272,403,417
554,144,428,284,-286,-70,356,-355,-391,-229,210,340,371
555,119,369,250,-244,-65,309,-355,-414,-281,142,265,310
556,93,303,210,-198,-58,256,-345,-421,-321,70,183,243
557,69,238,169,-153,-50,203,-329,-416,-352,-3,101,177
558,46,178,132,-112,-43,155,-308,-401,-373,-74,25,116
559,25,124,99,-74,-37,111,-282,-377,-383,-135,-42,61
560,7,79,72,-43,-32,75,-250,-343,-379,-180,-93,15
561,-7,44,51,-18,-29,47,-216,-303,-360,-209,-129,-19
562,-16,20,36,-2,-26,28,-185,-262,-334,-224,-151,-41
563,-19,7,26,6,-22,16,-158,-223,-304,-227,-160,-52
564,-21,0,21,10,-21,10,-133,-185,-268,-217,-157,-56
565,-21,-5,16,13,-18,5,-109,-146,-224,-194,-146,-55
566,-19,-8,11,13,-15,1,-87,-110,-177,-163,-130,-50
567,-17,-10,7,13,-12,-1,-68,-79,-133,-131,-112,-45
568,-14,-9,5,11,-9,-2,-53,-54,-96,-103,-97,-39
569,-12,-8,4,10,-8,-2,-41,-34,-65,-79,-85,-34
570,-11,-9,2,10,-6,-3,-29,-18,-39,-59,-75,-30
571,-12,-10,2,11,-7,-4,-18,-5,-19,-43,-67,-26
572,-12,-12,0,12,-6,-6,-8,6,-4,-32,-62,-24
573,-12,-14,-2,13,-5,-8,0,13,6,-26,-59,-23
574,-13,-15,-2,14,-5,-8,6,17,11,-24,-59,-23
575,-14,-16,-2,15,-6,-9,10,20,14,-23,-60,-23
576,-14,-17,-3,15,-5,-10,14,23,15,-24,-61,-23
577,-15,-21,-6,18,-4,-13,18,26,17,-24,-62,-23
578,-14,-24,-10,19,-2,-17,20,29,19,-23,-62,-24
579,-15,-27,-12,21,-1,-19,22,30,21,-24,-64,-25
580,-15,-28,-13,21,-1,-20,23,31,22,-24,-65,-25
581,-14,-29,-15,21,0,-22,24,32,23,-24,-66,-26
582,-14,-30,-16,22,1,-23,25,33,25,-24,-67,-26
583,-15,-32,-17,23,1,-24,26,35,27,-22,-66,-25
584,-15,-32,-17,23,1,-24,26,36,29,-21,-67,-25
585,-14,-31,-17,22,1,-24,27,37,30,-21,-67,-26
586,-14,-31,-17,22,1,-24,27,39,31,-19,-68,-26
587,-14,-30,-16,22,1,-23,27,40,33,-18,-67,-25
588,-14,-30,-16,22,1,-23,28,40,35,-17,-67,-25
589,-13,-31,-18,22,2,-24,28,42,36,-15,-68,-24
590,-12,-31,-19,21,3,-25,29,43,38,-14,-68,-23
591,-12,-31,-19,21,3,-25,29,44,39,-13,-67,-23
592,-11,-30,-19,20,4,-24,29,45,40,-12,-67,-22
593,-11,-31,-20,21,4,-25,30,45,42,-11,-67,-22
594,-10,-30,-20,20,5,-25,30,47,43,-9,-66,-21
595,-10,-30,-20,20,5,-25,31,47,44,-8,-66,-20
596,-10,-29,-19,19,4,-24,30,48,45,-8,-66,-21
597,-10,-29,-19,19,4,-24,31,48,45,-7,-67,-21
598,-10,-28,-18,19,4,-23,31,49,46,-7,-67,-20
599,-9,-26,-17,17,4,-21,32,50,48,-6,-66,-20
600,-9,-26,-17,17,4,-21,31,50,48,-4,-67,-19
601,-9,-26,-17,17,4,-21,31,51,49,-3,-67,-20
602,-10,-26,-16,18,3,-21,32,51,51,-3,-68,-20
603,-10,-26,-16,18,3,-21,32,52,52,-2,-68,-19
604,-9,-25,-16,17,3,-20,33,54,54,0,-68,-19
605,-9,-26,-17,17,4,-21,33,55,56,1,-67,-18
606,-8,-26,-18,17,5,-22,32,55,57,1,-68,-17
607,-7,-25,-18,16,5,-21,32,56,58,2,-68,-17
608,-7,-25,-18,16,5,-21,33,56,60,4,-67,-16
609,-6,-24,-18,15,6,-21,33,58,61,4,-67,-16
610,-6,-23,-17,14,5,-20,33,59,63,5,-66,-16
611,-6,-23,-17,14,5,-20,34,59,65,7,-67,-15
612,-6,-23,-17,14,5,-20,34,60,66,8,-66,-14
613,-6,-22,-16,14,5,-19,35,61,68,10,-66,-14
614,-6,-22,-16,14,5,-19,35,63,69,11,-65,-13
615,-5,-21,-16,13,5,-18,35,64,72,12,-65,-12
616,-5,-21,-16,13,5,-18,36,64,73,14,-65,-12
617,-5,-21,-16,13,5,-18,35,66,74,16,-64,-11
618,-4,-19,-15,11,5,-17,36,67,76,16,-64,-10
619,-4,-17,-13,10,4,-15,36,67,78,18,-64,-10
620,-2,-16,-14,9,6,-15,37,68,79,19,-64,-9
621,-2,-14,-12,8,5,-13,36,70,81,21,-63,-9
622,-1,-13,-12,7,5,-12,36,71,82,22,-63,-9
623,-1,-13,-12,7,5,-12,37,71,83,23,-62,-8
624,-1,-12,-11,6,5,-11,36,72,85,25,-62,-7
625,-1,-13,-12,7,5,-12,37,74,86,26,-62,-7
626,-1,-14,-13,7,6,-13,37,74,88,28,-61,-6
627,-1,-15,-14,8,6,-14,38,75,91,29,-61,-6
628,-2,-17,-15,9,6,-16,37,77,93,32,-60,-5
629,-2,-18,-16,10,7,-17,38,78,95,33,-59,-4
630,-2,-18,-16,10,7,-17,38,80,96,35,-59,-4
631,0,-18,-18,9,9,-18,39,81,98,36,-58,-3
632,1,-17,-18,8,9,-17,38,82,100,38,-57,-2
633,1,-15,-16,7,8,-15,38,84,103,41,-57,-2
634,2,-14,-16,6,9,-15,37,85,105,43,-56,-1
635,4,-11,-15,3,9,-13,37,87,106,44,-56,-1
636,5,-9,-14,2,9,-11,38,89,109,46,-55,0
637,7,-6,-13,0,10,-9,38,90,111,47,-55,0
638,8,-4,-12,-2,10,-8,38,92,114,50,-54,1
639,9,-3,-12,-3,10,-7,38,93,116,51,-52,3
640,9,-2,-11,-3,10,-6,38,95,118,54,-52,4
641,10,-1,-11,-4,10,-6,39,97,121,56,-51,4
642,11,1,-10,-6,10,-4,38,98,124,59,-49,5
643,11,2,-9,-6,10,-3,37,100,126,60,-49,6
644,10,2,-8,-6,9,-3,38,103,129,63,-48,7
645,11,2,-9,-6,10,-3,39,105,131,66,-46,9
646,12,2,-10,-7,11,-4,39,106,135,68,-45,10
647,12,2,-10,-7,11,-4,40,108,138,71,-43,11
648,13,3,-10,-8,11,-3,40,111,140,73,-42,13
649,14,4,-10,-9,12,-3,40,113,144,76,-41,14
650,15,4,-11,-9,13,-3,41,116,147,79,-38,16
651,16,5,-11,-10,13,-3,41,118,151,81,-37,18
652,17,7,-10,-12,13,-1,42,121,154,85,-35,19
653,18,8,-10,-13,14,-1,42,122,157,88,-34,21
654,19,10,-9,-14,14,0,41,124,161,90,-32,22
655,21,12,-9,-16,15,1,41,125,164,94,-31,23
656,23,14,-9,-18,16,2,41,128,166,97,-29,25
657,24,15,-9,-19,16,3,41,130,170,99,-26,26
658,24,17,-7,-20,15,5,41,131,172,102,-25,28
659,25,20,-5,-22,15,7,40,133,175,104,-23,29
660,26,23,-3,-24,14,10,40,134,176,107,-22,30
661,27,25,-2,-26,14,11,39,136,179,109,-19,32
662,28,28,0,-28,14,14,39,137,181,111,-17,33
663,28,30,2,-29,13,16,40,139,182,114,-16,36
664,29,31,2,-30,13,16,39,140,185,117,-14,37
665,30,33,3,-31,13,18,39,141,187,119,-11,40
666,32,36,4,-34,14,20,37,141,188,122,-10,42
667,33,37,4,-35,14,20,37,143,191,125,-8,45
668,35,38,3,-36,16,20,36,144,196,127,-5,47
669,36,40,4,-38,16,22,36,144,202,130,-3,50
670,37,42,5,-39,16,23,34,144,207,132,-2,52
671,39,45,6,-42,16,25,33,144,212,134,0,53
672,40,47,7,-43,16,27,31,143,218,135,1,56
673,42,50,8,-46,17,29,30,143,223,137,3,58
674,43,52,9,-47,17,30,27,142,228,138,4,59
675,44,54,10,-49,17,32,26,141,233,139,4,61
676,45,57,12,-51,16,34,24,139,236,139,5,62
677,45,59,14,-52,15,36,23,138,238,140,7,64
678,46,60,14,-53,16,37,21,136,239,140,8,65
679,45,61,16,-53,14,38,19,135,239,141,8,67
680,46,62,16,-54,15,39,18,133,240,141,9,68
681,47,63,16,-55,15,39,16,132,239,141,10,70
682,47,64,17,-55,15,40,16,130,237,142,11,71
683,47,65,18,-56,14,41,14,128,236,141,12,72
684,48,66,18,-57,15,42,13,126,233,141,12,74
685,48,68,20,-58,14,44,11,124,230,140,12,75
686,49,69,20,-59,14,44,10,121,228,140,13,77
687,50,71,21,-60,14,46,8,119,225,139,13,77
688,50,72,22,-61,14,47,7,116,220,138,12,78
689,50,73,23,-61,13,48,5,112,216,136,12,78
690,51,73,22,-62,14,47,4,109,212,135,10,79
691,51,74,23,-62,14,48,2,105,207,133,10,80
692,51,74,23,-62,14,48,1,103,203,131,9,80
693,51,74,23,-62,14,48,-1,99,198,129,8,81
694,50,73,23,-61,13,48,-2,96,193,126,7,81
695,50,73,23,-61,13,48,-4,92,187,124,5,81
696,50,72,22,-61,14,47,-5,87,182,121,4,80
697,49,71,22,-60,13,46,-7,83,176,117,3,80
698,48,69,21,-58,13,45,-9,78,169,114,1,79
699,47,68,21,-57,13,44,-10,73,163,110,-2,77
700,46,66,20,-56,13,43,-12,69,155,106,-4,76
701,45,65,20,-55,12,42,-13,63,148,101,-7,74
702,43,63,20,-53,11,41,-15,57,142,97,-11,72
703,41,62,21,-51,10,41,-15,53,135,91,-14,70
704,40,59,19,-49,10,39,-17,48,127,86,-18,67
705,38,57,19,-47,9,38,-18,43,121,80,-22,65
706,36,56,20,-46,8,38,-18,39,114,75,-27,63
707,34,53,19,-43,7,36,-19,34,106,69,-32,59
708,31,51,20,-41,5,35,-19,30,99,63,-36,57
709,29,48,19,-38,5,33,-20,26,92,57,-41,54
710,28,45,17,-36,5,31,-20,23,85,51,-46,51
711,25,41,16,-33,4,28,-19,19,79,45,-51,48
712,23,38,15,-30,4,26,-19,16,72,39,-57,44
713,20,33,13,-26,3,23,-18,12,66,34,-62,41
714,18,29,11,-23,3,20,-18,9,60,28,-66,37
715,15,26,11,-20,2,18,-17,6,54,22,-71,35
716,13,23,10,-18,1,16,-17,4,49,17,-77,31
717,12,21,9,-16,1,15,-16,1,44,11,-82,27
718,10,18,8,-14,1,13,-16,-1,38,6,-88,23
719,7,15,8,-11,0,11,-15,-3,33,2,-92,20
720,5,13,8,-9,-1,10,-14,-4,29,-3,-97,16
721,4,10,6,-7,-1,8,-13,-6,24,-9,-101,13
722,2,7,5,-4,-1,6,-11,-7,20,-13,-106,9
723,1,5,4,-3,-1,4,-11,-9,16,-18,-110,7
724,-1,2,3,0,-2,2,-10,-10,13,-22,-115,4
725,-3,-1,2,2,-2,0,-10,-10,9,-26,-119,0
726,-4,-4,0,4,-2,-2,-9,-12,6,-29,-122,-2
727,-6,-7,-1,6,-2,-4,-7,-13,3,-33,-126,-4
728,-8,-10,-2,9,-3,-6,-7,-13,1,-36,-129,-7
729,-9,-12,-3,10,-3,-7,-6,-14,-2,-39,-133,-9
730,-11,-14,-3,12,-4,-8,-4,-14,-3,-42,-136,-12
731,-13,-16,-3,14,-5,-9,-4,-15,-5,-44,-139,-13
732,-14,-18,-4,16,-5,-11,-2,-16,-7,-47,-141,-15
733,-15,-21,-6,18,-4,-13,-1,-15,-8,-48,-144,-16
734,-15,-22,-7,18,-4,-14,-1,-15,-9,-50,-145,-17
735,-17,-22,-5,19,-6,-13,1,-16,-10,-51,-148,-18
736,-17,-24,-7,20,-5,-15,2,-16,-11,-53,-149,-20
737,-18,-25,-7,21,-5,-16,2,-16,-12,-54,-151,-21
738,-17,-26,-9,21,-4,-17,3,-15,-12,-55,-151,-21
739,-18,-26,-8,22,-5,-17,3,-16,-13,-55,-153,-22
740,-18,-27,-9,22,-4,-18,4,-15,-14,-56,-154,-23
741,-17,-28,-11,22,-3,-19,5,-15,-14,-56,-154,-24
742,-18,-28,-10,23,-4,-19,5,-15,-14,-56,-156,-24
743,-18,-29,-11,23,-3,-20,6,-14,-15,-58,-157,-25
744,-19,-29,-10,24,-4,-19,6,-14,-15,-58,-158,-25
745,-19,-29,-10,24,-4,-19,7,-13,-16,-57,-158,-26
746,-20,-29,-9,24,-5,-19,7,-14,-16,-58,-159,-26
747,-21,-30,-9,25,-6,-19,8,-13,-15,-58,-160,-26
748,-21,-29,-8,25,-6,-18,8,-13,-15,-59,-161,-27
749,-21,-29,-8,25,-6,-18,9,-13,-16,-59,-162,-28
750,-21,-30,-9,25,-6,-19,10,-12,-16,-58,-162,-27
751,-20,-30,-10,25,-5,-20,10,-12,-16,-58,-162,-27
752,-20,-31,-11,25,-4,-21,11,-11,-15,-57,-162,-26
753,-20,-32,-12,26,-4,-22,12,-10,-15,-56,-162,-27
754,-20,-33,-13,26,-3,-23,12,-10,-15,-56,-163,-27
755,-20,-34,-14,27,-3,-24,13,-9,-14,-55,-163,-26
756,-20,-34,-14,27,-3,-24,12,-8,-14,-54,-162,-27
757,-20,-34,-14,27,-3,-24,12,-8,-13,-54,-163,-27
758,-21,-34,-13,27,-4,-23,13,-7,-13,-53,-163,-26
759,-22,-33,-11,27,-5,-22,12,-7,-14,-54,-162,-26
760,-23,-32,-9,27,-7,-20,12,-8,-13,-54,-163,-27
761,-23,-31,-8,27,-7,-19,11,-8,-13,-53,-163,-27
762,-22,-30,-8,26,-7,-19,11,-7,-14,-53,-163,-27
763,-22,-30,-8,26,-7,-19,10,-8,-13,-52,-163,-26
764,-21,-29,-8,25,-6,-18,10,-8,-13,-52,-162,-27
765,-21,-29,-8,25,-6,-18,9,-7,-14,-51,-162,-26
766,-20,-30,-10,25,-5,-20,9,-7,-13,-52,-163,-26
767,-19,-30,-11,24,-4,-20,8,-6,-13,-51,-163,-25
768,-18,-32,-14,25,-2,-23,8,-6,-12,-50,-162,-25
769,-18,-33,-15,25,-1,-24,9,-5,-12,-50,-162,-24
770,-19,-33,-14,26,-2,-23,9,-5,-12,-49,-162,-23
771,-19,-34,-15,26,-2,-24,10,-6,-13,-50,-163,-24
772,-20,-34,-14,27,-3,-24,10,-5,-13,-50,-163,-23
773,-19,-34,-15,26,-2,-24,9,-5,-12,-49,-162,-23
774,-19,-34,-15,26,-2,-24,9,-6,-12,-49,-163,-22
775,-20,-34,-14,27,-3,-24,10,-6,-13,-48,-163,-22
776,-20,-33,-13,26,-3,-23,10,-6,-13,-49,-164,-23
777,-20,-32,-12,26,-4,-22,10,-7,-15,-49,-164,-23
778,-20,-30,-10,25,-5,-20,9,-7,-15,-49,-165,-24
779,-19,-29,-10,24,-4,-19,8,-8,-16,-48,-165,-23
780,-18,-28,-10,23,-4,-19,8,-8,-16,-49,-166,-24
781,-17,-27,-10,22,-3,-18,7,-8,-17,-49,-166,-24
782,-17,-26,-9,21,-4,-17,6,-9,-18,-50,-165,-25
783,-17,-26,-9,21,-4,-17,6,-9,-18,-49,-166,-25
784,-16,-26,-10,21,-3,-18,5,-10,-18,-49,-166,-24
785,-16,-26,-10,21,-3,-18,5,-10,-19,-50,-165,-24
786,-16,-27,-11,21,-2,-19,6,-9,-19,-49,-166,-23
787,-16,-28,-12,22,-2,-20,6,-9,-20,-49,-166,-23
788,-17,-29,-12,23,-2,-20,5,-10,-21,-50,-165,-24
789,-17,-29,-12,23,-2,-20,6,-10,-22,-50,-166,-23
790,-16,-30,-14,23,-1,-22,6,-11,-22,-51,-166,-23
791,-16,-29,-13,22,-1,-21,5,-11,-23,-51,-167,-22
792,-17,-29,-12,23,-2,-20,5,-12,-24,-52,-167,-22
793,-17,-28,-11,22,-3,-19,4,-12,-25,-53,-168,-23
794,-16,-29,-13,22,-1,-21,4,-14,-27,-54,-168,-22
795,-17,-28,-11,22,-3,-19,4,-14,-28,-54,-169,-22
796,-17,-28,-11,22,-3,-19,3,-15,-29,-55,-169,-23
797,-17,-29,-12,23,-2,-20,4,-15,-30,-55,-169,-23
798,-16,-29,-13,22,-1,-21,4,-16,-30,-55,-170,-22
799,-16,-30,-14,23,-1,-22,3,-16,-32,-56,-170,-22
800,-17,-31,-14,24,-1,-22,4,-16,-32,-56,-169,-21
801,-17,-32,-15,24,-1,-23,4,-17,-33,-56,-170,-21
802,-18,-32,-14,25,-2,-23,4,-17,-33,-57,-170,-20
803,-18,-32,-14,25,-2,-23,4,-18,-35,-57,-171,-21
804,-17,-32,-15,24,-1,-23,3,-18,-36,-58,-171,-21
805,-18,-33,-15,25,-1,-24,4,-18,-36,-59,-173,-22
806,-18,-33,-15,25,-1,-24,3,-19,-38,-59,-174,-22
807,-18,-32,-14,25,-2,-23,3,-19,-39,-60,-174,-22
808,-18,-32,-14,25,-2,-23,2,-19,-39,-61,-175,-23
809,-17,-31,-14,24,-1,-22,3,-20,-41,-61,-176,-24
810,-18,-30,-12,24,-3,-21,3,-20,-41,-62,-176,-24
811,-18,-31,-13,24,-2,-22,2,-21,-42,-62,-177,-24
812,-17,-31,-14,24,-1,-22,3,-20,-42,-61,-177,-24
813,-17,-30,-13,23,-2,-21,3,-21,-43,-61,-176,-24
814,-16,-31,-15,23,0,-23,3,-21,-43,-62,-176,-24
815,-16,-31,-15,23,0,-23,3,-22,-44,-62,-177,-24
816,-16,-32,-16,24,0,-24,2,-22,-44,-63,-177,-23
817,-17,-33,-16,25,0,-24,2,-21,-46,-63,-178,-23
818,-17,-33,-16,25,0,-24,3,-21,-46,-64,-178,-24
819,-18,-33,-15,25,-1,-24,2,-22,-47,-65,-178,-24
820,-18,-34,-16,26,-1,-25,2,-22,-48,-65,-179,-25
821,-18,-35,-17,26,0,-26,1,-23,-49,-66,-179,-24
822,-18,-36,-18,27,0,-27,2,-23,-49,-65,-180,-25
823,-17,-36,-19,26,1,-27,2,-24,-50,-65,-180,-25
824,-17,-35,-18,26,0,-26,1,-24,-50,-66,-181,-26
825,-17,-35,-18,26,0,-26,1,-24,-51,-66,-181,-25
826,-17,-36,-19,26,1,-27,1,-23,-50,-66,-181,-26
827,-17,-36,-19,26,1,-27,1,-23,-51,-65,-182,-25
828,-17,-37,-20,27,1,-28,1,-24,-51,-66,-182,-25
829,-17,-36,-19,26,1,-27,1,-23,-52,-66,-181,-24
830,-17,-36,-19,26,1,-27,1,-23,-51,-65,-181,-25
831,-18,-36,-18,27,0,-27,0,-24,-52,-65,-182,-24
832,-18,-36,-18,27,0,-27,0,-24,-53,-66,-182,-25
833,-19,-37,-18,28,0,-27,1,-25,-53,-66,-183,-25
834,-19,-37,-18,28,0,-27,0,-25,-54,-67,-183,-25
835,-19,-36,-17,27,-1,-26,0,-24,-53,-67,-182,-25
836,-19,-36,-17,27,-1,-26,1,-24,-54,-66,-183,-24
